original_address,lat,lon,formatted,name,housenumber,street,suburb,county,postcode,district,city,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
"""FRANKLIN ST, SAN FRANCISCO, CA 94102""",37.7747716,-122.4208808,"Franklin Street, San Francisco, CA 94102, United States of America",Franklin Street,,Franklin Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LAGUNA ST, SAN FRANCISCO, CA 94102""",37.7706795,-122.424881,"Laguna Street, San Francisco, CA 94143, United States of America",Laguna Street,,Laguna Street,,,94143,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LARKIN ST, SAN FRANCISCO, CA 94102""",37.7776427,-122.4163983,"Larkin Street, San Francisco, CA 94102, United States of America",Larkin Street,,Larkin Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAIGHT ST, SAN FRANCISCO, CA 94102""",37.7729706,-122.423724,"Haight Street, San Francisco, CA 94103, United States of America",Haight Street,,Haight Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GOUGH ST, SAN FRANCISCO, CA 94102""",37.7768155,-122.422981,"Gough Street, San Francisco, CA 94102, United States of America",Gough Street,,Gough Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAIGHT ST, SAN FRANCISCO, CA 94102""",37.7729706,-122.423724,"Haight Street, San Francisco, CA 94103, United States of America",Haight Street,,Haight Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""IVY ST, SAN FRANCISCO, CA 94102""",37.7770361,-122.4255951,"Ivy Street, San Francisco, CA 95115, United States of America",Ivy Street,,Ivy Street,,,95115,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAYES ST, SAN FRANCISCO, CA 94102""",37.7772431,-122.4201859,"Hayes Street, San Francisco, CA 94102, United States of America",Hayes Street,,Hayes Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAIGHT ST, SAN FRANCISCO, CA 94102""",37.7729706,-122.423724,"Haight Street, San Francisco, CA 94103, United States of America",Haight Street,,Haight Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LEAVENWORTH ST, SAN FRANCISCO, CA 94102""",37.7814231,-122.413792,"Leavenworth Street, San Francisco, CA 94102, United States of America",Leavenworth Street,,Leavenworth Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAYES ST, SAN FRANCISCO, CA 94102""",37.7772431,-122.4201859,"Hayes Street, San Francisco, CA 94102, United States of America",Hayes Street,,Hayes Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GROVE ST, SAN FRANCISCO, CA 94102""",37.7788136,-122.4153873,"Grove Street, San Francisco, CA 94102, United States of America",Grove Street,,Grove Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GROVE ST, SAN FRANCISCO, CA 94102""",37.7788136,-122.4153873,"Grove Street, San Francisco, CA 94102, United States of America",Grove Street,,Grove Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LAGUNA ST, SAN FRANCISCO, CA 94102""",37.7706795,-122.424881,"Laguna Street, San Francisco, CA 94143, United States of America",Laguna Street,,Laguna Street,,,94143,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GEARY ST, 109, SAN FRANCISCO, CA 94102""",37.7790262,-122.419906,"San Francisco, CA 94102, United States of America",,,,,,94102,,San Francisco,California,CA,United States,us,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HICKORY ST, SAN FRANCISCO, CA 94102""",37.7756095,-122.4217537,"Hickory Street, San Francisco, CA 94102, United States of America",Hickory Street,,Hickory Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""IVY ST, SAN FRANCISCO, CA 94102""",37.7770361,-122.4255951,"Ivy Street, San Francisco, CA 95115, United States of America",Ivy Street,,Ivy Street,,,95115,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""BUCHANAN ST, SAN FRANCISCO, CA 94102""",37.7929708,-122.431302,"Buchanan Street, San Francisco, CA 94123, United States of America",Buchanan Street,,Buchanan Street,,,94123,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HERMANN ST, SAN FRANCISCO, CA 94102""",37.7706675,-122.426797,"Hermann Street, San Francisco, CA 94143, United States of America",Hermann Street,,Hermann Street,,,94143,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, 2, SAN FRANCISCO, CA 94102""",37.7758631,-122.5118481,"2, San Francisco, CA 94121, United States of America",2,,2,,,94121,,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.7879461,-122.427042,"Octavia, 1701 Octavia Street, San Francisco, CA 94164, United States of America",Octavia,1701,Octavia Street,,,94164,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HYDE ST, SAN FRANCISCO, CA 94102""",37.7787346,-122.4147794,"Hyde Street, San Francisco, CA 94102, United States of America",Hyde Street,,Hyde Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FRANKLIN ST, SAN FRANCISCO, CA 94102""",37.7747716,-122.4208808,"Franklin Street, San Francisco, CA 94102, United States of America",Franklin Street,,Franklin Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GROVE ST, SAN FRANCISCO, CA 94102""",37.7788136,-122.4153873,"Grove Street, San Francisco, CA 94102, United States of America",Grove Street,,Grove Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FRANKLIN ST, SAN FRANCISCO, CA 94102""",37.7747716,-122.4208808,"Franklin Street, San Francisco, CA 94102, United States of America",Franklin Street,,Franklin Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""BUCHANAN ST, SAN FRANCISCO, CA 94102""",37.7929708,-122.431302,"Buchanan Street, San Francisco, CA 94123, United States of America",Buchanan Street,,Buchanan Street,,,94123,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.7879461,-122.427042,"Octavia, 1701 Octavia Street, San Francisco, CA 94164, United States of America",Octavia,1701,Octavia Street,,,94164,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LINDEN ST, SAN FRANCISCO, CA 94102""",37.7765943,-122.4215425,"Linden Street, San Francisco, CA 94102, United States of America",Linden Street,,Linden Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""IVY ST, SAN FRANCISCO, CA 94102""",37.7770361,-122.4255951,"Ivy Street, San Francisco, CA 95115, United States of America",Ivy Street,,Ivy Street,,,95115,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, 429, SAN FRANCISCO, CA 94102""",37.77723,-122.4233,"429 Gough Street, San Francisco, CA 94102.0, United States of America",,429,Gough Street,Hayes Valley,San Francisco County,94102.0,,San Francisco,California,CA,United States,us,0,1,,© OpenAddresses contributors,BSD-3-Clause License,
"""JONES ST, SAN FRANCISCO, CA 94102""",37.7858865,-122.4130069,"Jones Street, San Francisco, CA 94102, United States of America",Jones Street,,Jones Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GEARY ST, SAN FRANCISCO, CA 94102""",37.7865811,-122.4144133,"Geary Street, San Francisco, CA 94102, United States of America",Geary Street,,Geary Street,,,94102,Lower Nob Hill,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LEAVENWORTH ST, SAN FRANCISCO, CA 94102""",37.7814231,-122.413792,"Leavenworth Street, San Francisco, CA 94102, United States of America",Leavenworth Street,,Leavenworth Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OFARRELL ST, SAN FRANCISCO, CA 94102""",37.784882,-122.420288,"O'Farrell Street, San Francisco, CA 94102, United States of America",,,O'Farrell Street,Tenderloin,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MASON ST, SAN FRANCISCO, CA 94102""",37.7833632,-122.4091287,"Mason Street, San Francisco, CA 94104, United States of America",Mason Street,,Mason Street,,,94104,Union Square,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OFARRELL ST, SAN FRANCISCO, CA 94102""",37.784882,-122.420288,"O'Farrell Street, San Francisco, CA 94102, United States of America",,,O'Farrell Street,Tenderloin,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LEAVENWORTH ST, SAN FRANCISCO, CA 94102""",37.7814231,-122.413792,"Leavenworth Street, San Francisco, CA 94102, United States of America",Leavenworth Street,,Leavenworth Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""IVY ST, SAN FRANCISCO, CA 94102""",37.7770361,-122.4255951,"Ivy Street, San Francisco, CA 95115, United States of America",Ivy Street,,Ivy Street,,,95115,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""WALLER ST, SAN FRANCISCO, CA 94102""",37.7713203,-122.4291797,"Waller Street, San Francisco, CA 94143, United States of America",Waller Street,,Waller Street,,,94143,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MCALLISTER ST, SAN FRANCISCO, CA 94102""",37.7809443,-122.4136023,"McAllister Street, San Francisco, CA 94102, United States of America",McAllister Street,,McAllister Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HERMANN ST, SAN FRANCISCO, CA 94102""",37.7706675,-122.426797,"Hermann Street, San Francisco, CA 94143, United States of America",Hermann Street,,Hermann Street,,,94143,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MARKET ST, SAN FRANCISCO, CA 94102""",37.7830372,-122.4093084,"Market Street, San Francisco, CA 94102, United States of America",Market Street,,Market Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GROVE ST, SAN FRANCISCO, CA 94102""",37.7788136,-122.4153873,"Grove Street, San Francisco, CA 94102, United States of America",Grove Street,,Grove Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""BIRCH ST, SAN FRANCISCO, CA 94102""",37.7780673,-122.4250059,"Birch Street, San Francisco, CA 95115, United States of America",Birch Street,,Birch Street,,,95115,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GEARY ST, SAN FRANCISCO, CA 94102""",37.7865811,-122.4144133,"Geary Street, San Francisco, CA 94102, United States of America",Geary Street,,Geary Street,,,94102,Lower Nob Hill,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""TURK ST, SAN FRANCISCO, CA 94102""",37.7819092,-122.4210755,"Turk Street, San Francisco, CA 94102, United States of America",Turk Street,,Turk Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MCALLISTER ST, SAN FRANCISCO, CA 94102""",37.7809443,-122.4136023,"McAllister Street, San Francisco, CA 94102, United States of America",McAllister Street,,McAllister Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""WALLER ST, SAN FRANCISCO, CA 94102""",37.7713203,-122.4291797,"Waller Street, San Francisco, CA 94143, United States of America",Waller Street,,Waller Street,,,94143,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.7879461,-122.427042,"Octavia, 1701 Octavia Street, San Francisco, CA 94164, United States of America",Octavia,1701,Octavia Street,,,94164,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OFARRELL ST, SAN FRANCISCO, CA 94102""",37.784882,-122.420288,"O'Farrell Street, San Francisco, CA 94102, United States of America",,,O'Farrell Street,Tenderloin,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LILY ST, A, SAN FRANCISCO, CA 94102""",37.7745618,-122.4225256,"Lily Street, San Francisco, CA 94103, United States of America",Lily Street,,Lily Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.8274193548387097,1,0.855,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""LINDEN ST, SAN FRANCISCO, CA 94102""",37.7765943,-122.4215425,"Linden Street, San Francisco, CA 94102, United States of America",Linden Street,,Linden Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OAK ST, SAN FRANCISCO, CA 94102""",37.7748208,-122.4242103,"Oak Street, San Francisco, CA 94102, United States of America",Oak Street,,Oak Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OCTAVIA ST, SAN FRANCISCO, CA 94102""",37.7879461,-122.427042,"Octavia, 1701 Octavia Street, San Francisco, CA 94164, United States of America",Octavia,1701,Octavia Street,,,94164,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""OFARRELL ST, SAN FRANCISCO, CA 94102""",37.784882,-122.420288,"O'Farrell Street, San Francisco, CA 94102, United States of America",,,O'Farrell Street,Tenderloin,San Francisco County,94102,,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""EDDY ST, SAN FRANCISCO, CA 94102""",37.783461,-122.4164007,"Eddy Street, San Francisco, CA 94102, United States of America",Eddy Street,,Eddy Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAIGHT ST, SAN FRANCISCO, CA 94102""",37.7729706,-122.423724,"Haight Street, San Francisco, CA 94103, United States of America",Haight Street,,Haight Street,,,94103,Western Addition,San Francisco,California,CA,United States,us,0.5,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""GROVE ST, SAN FRANCISCO, CA 94102""",37.7788136,-122.4153873,"Grove Street, San Francisco, CA 94102, United States of America",Grove Street,,Grove Street,,,94102,Civic Center,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MCALLISTER ST, SAN FRANCISCO, CA 94102""",37.7809443,-122.4136023,"McAllister Street, San Francisco, CA 94102, United States of America",McAllister Street,,McAllister Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""MCALLISTER ST, SAN FRANCISCO, CA 94102""",37.7809443,-122.4136023,"McAllister Street, San Francisco, CA 94102, United States of America",McAllister Street,,McAllister Street,,,94102,Tenderloin,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FULTON ST, SAN FRANCISCO, CA 94102""",37.7787484,-122.4233714,"Fulton Street, San Francisco, CA 94102, United States of America",Fulton Street,,Fulton Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""HAYES ST, SAN FRANCISCO, CA 94102""",37.7772431,-122.4201859,"Hayes Street, San Francisco, CA 94102, United States of America",Hayes Street,,Hayes Street,,,94102,Hayes Valley,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""FELL ST, SAN FRANCISCO, CA 94102""",37.7759099,-122.4231952,"Fell Street, San Francisco, CA 94102, United States of America",Fell Street,,Fell Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
"""PAGE ST, SAN FRANCISCO, CA 94102""",37.7738956,-122.423968,"Page Street, San Francisco, CA 94102, United States of America",Page Street,,Page Street,,,94102,Western Addition,San Francisco,California,CA,United States,us,0.475,1,0.95,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
